c_charge_degree,race,age,sex,priors_count,days_b_screening_arrest,label
M,African_American,23,Female,2,-1.0,1
F,African_American,21,Male,0,-1.0,1
F,Caucasian,20,Male,1,-1.0,1
M,Caucasian,40,Female,0,0.0,0
M,African_American,32,Male,1,0.0,0
F,Caucasian,31,Female,0,-1.0,1
F,Hispanic,35,Female,0,-1.0,0
F,African_American,23,Female,1,-2.0,1
F,Hispanic,57,Male,3,-2.0,0
F,Caucasian,25,Male,1,-23.0,0
M,Caucasian,27,Male,1,-1.0,0
F,Hispanic,57,Male,1,0.0,0
F,Caucasian,23,Male,0,-4.0,0
F,Caucasian,48,Male,0,-1.0,0
F,Caucasian,44,Male,3,0.0,0
F,Hispanic,46,Female,2,-1.0,0
F,Caucasian,38,Male,3,-1.0,1
F,African_American,38,Male,0,-1.0,1
F,African_American,54,Female,0,-1.0,0
M,African_American,25,Female,2,-1.0,0
M,Caucasian,25,Male,6,-1.0,1
F,African_American,32,Male,1,-1.0,0
M,African_American,48,Male,7,-1.0,1
F,Hispanic,38,Female,0,0.0,0
F,African_American,32,Male,16,-1.0,1
F,African_American,22,Female,0,-1.0,1
F,African_American,40,Male,1,-1.0,0
M,Hispanic,21,Female,0,-1.0,1
M,Caucasian,26,Male,0,-1.0,0
F,African_American,25,Male,1,-18.0,1
F,African_American,34,Male,5,-1.0,0
F,Caucasian,24,Male,2,-1.0,1
F,African_American,29,Male,0,-1.0,0
F,African_American,32,Female,5,-1.0,0
F,Caucasian,25,Male,3,-24.0,1
F,African_American,26,Female,1,0.0,0
F,Caucasian,30,Male,1,-1.0,1
F,Hispanic,23,Male,2,-1.0,0
F,African_American,32,Male,7,-1.0,0
F,African_American,28,Male,9,-1.0,1
M,Hispanic,45,Male,1,-22.0,0
M,African_American,34,Male,0,-1.0,1
F,African_American,28,Male,12,-1.0,1
F,African_American,23,Male,2,-1.0,1
F,African_American,26,Female,1,-1.0,1
M,Other,23,Male,2,-1.0,0
M,Caucasian,31,Male,9,0.0,1
F,African_American,27,Male,15,-1.0,1
M,Caucasian,31,Female,0,-5.0,0
F,African_American,22,Male,0,-1.0,1
F,African_American,40,Male,5,0.0,1
M,African_American,50,Male,3,-1.0,0
F,African_American,20,Male,4,-1.0,1
F,Hispanic,52,Male,3,-1.0,0
F,African_American,29,Male,0,-1.0,1
F,Caucasian,50,Female,2,-1.0,1
M,African_American,26,Male,6,0.0,0
F,Caucasian,25,Male,0,0.0,0
F,Hispanic,60,Male,0,-1.0,0
M,Other,21,Female,0,-1.0,0
M,African_American,48,Female,0,0.0,0
M,Caucasian,28,Male,1,-1.0,0
F,African_American,34,Female,6,-1.0,0
M,African_American,23,Male,0,0.0,1
F,African_American,31,Female,4,0.0,0
F,African_American,23,Male,3,-1.0,1
M,Other,43,Male,2,-1.0,0
F,Caucasian,24,Male,6,0.0,0
F,African_American,28,Male,1,-1.0,0
F,Caucasian,25,Female,0,-1.0,0
M,African_American,48,Male,12,-24.0,0
M,African_American,28,Male,0,0.0,1
F,Caucasian,45,Male,2,-1.0,0
F,African_American,23,Male,4,-1.0,0
M,African_American,31,Male,0,-1.0,0
F,Caucasian,50,Male,1,-1.0,0
F,Caucasian,21,Male,1,-1.0,0
M,Caucasian,30,Female,1,-27.0,0
F,African_American,21,Female,2,-10.0,1
M,Caucasian,63,Male,5,-1.0,0
M,Caucasian,40,Male,2,-1.0,0
F,Hispanic,23,Male,3,0.0,1
F,African_American,21,Female,0,-1.0,0
F,Hispanic,20,Male,0,-1.0,1
M,African_American,40,Male,23,30.0,1
F,African_American,27,Male,1,-2.0,0
F,Caucasian,50,Male,3,-1.0,0
F,Hispanic,40,Male,0,0.0,0
F,African_American,26,Male,2,0.0,1
F,African_American,23,Male,0,-1.0,0
F,Other,25,Male,24,-1.0,1
F,Caucasian,30,Male,0,-1.0,1
M,Caucasian,41,Male,3,-1.0,1
F,African_American,35,Female,23,-1.0,1
F,African_American,57,Male,20,0.0,1
F,African_American,29,Male,2,-1.0,1
F,African_American,21,Male,3,-1.0,1
F,African_American,45,Female,1,-4.0,0
M,African_American,38,Male,2,0.0,1
F,African_American,36,Male,2,-1.0,1
F,African_American,43,Male,4,-1.0,1
F,Caucasian,45,Male,1,-1.0,1
F,African_American,33,Male,5,0.0,0
M,Hispanic,41,Male,2,-1.0,0
M,African_American,22,Female,0,-1.0,0
F,Caucasian,67,Male,1,-1.0,0
F,African_American,50,Male,11,0.0,0
M,African_American,28,Male,1,-1.0,0
F,African_American,23,Male,5,-1.0,1
F,African_American,33,Female,1,-10.0,0
F,African_American,39,Male,13,-1.0,1
M,Caucasian,40,Female,0,-1.0,0
M,African_American,53,Male,0,0.0,1
M,Hispanic,32,Male,0,-1.0,0
F,Caucasian,31,Male,0,0.0,1
F,Caucasian,33,Male,10,0.0,0
M,Caucasian,52,Male,2,-1.0,0
F,Caucasian,57,Male,9,-1.0,1
F,Caucasian,32,Male,1,0.0,1
F,Hispanic,38,Male,7,-1.0,1
F,Other,30,Male,1,-1.0,1
F,African_American,59,Male,1,-1.0,0
F,African_American,25,Male,9,0.0,0
F,Caucasian,41,Male,1,-1.0,1
F,Caucasian,45,Female,7,-1.0,1
F,African_American,23,Male,1,-10.0,1
M,African_American,23,Male,0,-1.0,0
F,African_American,28,Male,5,0.0,0
F,Caucasian,46,Male,0,-1.0,0
F,Hispanic,24,Male,4,-1.0,1
F,Hispanic,29,Male,17,0.0,1
F,African_American,22,Male,3,0.0,0
F,Asian,35,Male,0,-1.0,0
F,Caucasian,28,Male,0,0.0,0
F,African_American,34,Female,6,-1.0,0
F,African_American,29,Male,7,-1.0,1
F,Other,31,Male,0,-1.0,0
M,African_American,27,Male,8,0.0,1
M,African_American,33,Male,0,0.0,0
F,African_American,56,Male,6,-1.0,0
F,Caucasian,43,Female,0,-2.0,1
F,African_American,56,Male,31,-22.0,1
M,Caucasian,41,Male,3,-1.0,0
M,Caucasian,30,Male,3,-1.0,0
F,African_American,22,Male,0,-1.0,1
M,African_American,26,Male,3,-1.0,0
M,African_American,21,Male,2,-24.0,1
M,Other,33,Male,0,-1.0,0
F,African_American,49,Female,25,-1.0,1
M,Caucasian,29,Male,2,-1.0,1
F,African_American,30,Male,1,-1.0,1
M,Caucasian,62,Female,0,-1.0,0
F,African_American,21,Male,1,-1.0,1
M,Caucasian,51,Male,4,-26.0,0
M,Caucasian,59,Male,0,-1.0,1
F,African_American,25,Female,1,-1.0,0
F,Caucasian,29,Male,9,-1.0,1
M,African_American,25,Male,6,-1.0,1
M,Caucasian,48,Female,8,-26.0,1
F,African_American,23,Male,2,0.0,1
F,Hispanic,26,Male,0,-1.0,0
F,Caucasian,22,Male,2,-1.0,1
M,Caucasian,47,Male,1,0.0,0
F,African_American,30,Male,0,0.0,1
M,Caucasian,51,Male,0,0.0,0
F,African_American,55,Male,0,-1.0,0
F,Caucasian,48,Male,0,-1.0,0
M,Other,34,Male,2,-1.0,0
F,African_American,27,Male,7,-1.0,0
F,African_American,26,Male,1,-1.0,0
F,African_American,23,Male,0,-1.0,0
F,African_American,32,Male,12,-1.0,1
F,African_American,21,Male,0,-1.0,1
F,Caucasian,46,Male,3,-1.0,0
F,African_American,46,Female,0,-1.0,0
F,African_American,23,Male,0,0.0,1
F,Caucasian,25,Male,0,0.0,0
F,African_American,21,Male,0,-2.0,0
F,African_American,22,Male,1,-1.0,0
M,Other,23,Female,0,-1.0,0
F,African_American,19,Male,3,-1.0,1
M,African_American,23,Female,0,-1.0,0
M,Caucasian,57,Female,0,-1.0,1
M,African_American,38,Male,8,0.0,0
F,Caucasian,66,Male,1,-1.0,0
F,African_American,29,Male,4,-1.0,1
F,Hispanic,26,Male,7,-1.0,1
F,Caucasian,24,Male,2,-1.0,0
